column,unique_values,cardinality_pct,missing_pct,rare_categories,rows_in_rare_categories,rare_rows_pct,top_category,top_category_pct
customer_city,3747,5.548398560703656,0.0,3738,45059,66.7214546962226,sao paulo,14.690595708764603
seller_city,490,0.7255712022270594,0.0,473,27904,41.31905883049768,sao paulo,24.356981031495714
customer_state,27,0.039980454000266535,0.0,14,3934,5.8253002235943905,SP,40.28252854160188
seller_state,22,0.0325766662224394,0.0,16,2121,3.140686775354271,SP,70.84536448847231
order_status,2,0.0029615151111308546,0.0,1,6,0.008884545333392564,delivered,99.99111545466661
