column,missing_count,missing_pct,late_rate_missing,late_rate_present,late_rate_difference_pp
order_delivered_carrier_date,1,0.0014807575555654273,100.0,9.022389385772671,90.97761061422733
payment_count,1,0.0014807575555654273,100.0,9.022389385772671,90.97761061422733
total_payment_value,1,0.0014807575555654273,100.0,9.022389385772671,90.97761061422733
max_payment_installments,1,0.0014807575555654273,100.0,9.022389385772671,90.97761061422733
review_count,515,0.762590141116195,26.601941747572816,8.888656778775852,17.713284968796966
average_review_score,515,0.762590141116195,26.601941747572816,8.888656778775852,17.713284968796966
order_approved_at,14,0.020730605777915984,0.0,9.02560760674773,-9.02560760674773
distance_km,344,0.509380599114507,11.046511627906977,9.013380166396285,2.0331314615106915
